,Funding type
19097,Venture - Series Unknown
19098,Venture - Series Unknown
19099,Venture - Series Unknown
19100,Post-IPO Equity
19101,Venture - Series Unknown
19102,Venture - Series Unknown
19103,Series A
19104,Grant
19105,Venture - Series Unknown
19106,Series C
19107,Series B
19108,Post-IPO Equity
19109,Debt Financing
19110,Debt Financing
19111,Series A
19112,Seed
19113,Venture - Series Unknown
19114,Venture - Series Unknown
19115,Seed
19116,Debt Financing
19117,Seed
19118,Series A
19119,Debt Financing
19120,Venture - Series Unknown
19121,Seed
19122,Venture - Series Unknown
19123,Debt Financing
19124,Venture - Series Unknown
19125,Series A
19126,Convertible Note
19127,Series C
19128,Debt Financing
19129,Venture - Series Unknown
19130,Seed
19131,Venture - Series Unknown
19132,Debt Financing
19133,Angel
19134,Series C
19135,Series B
19136,Debt Financing
19137,Non-equity Assistance
19138,Venture - Series Unknown
19139,Debt Financing
19140,Venture - Series Unknown
19141,Seed
19142,Venture - Series Unknown
19143,Seed
19144,Series A
19145,Grant
19146,Debt Financing
19147,Non-equity Assistance
19148,Series B
19149,Venture - Series Unknown
19150,Series A
19151,Venture - Series Unknown
19152,Series C
19153,Angel
19154,Series D
19155,Venture - Series Unknown
19156,Venture - Series Unknown
19157,Series B
19158,Venture - Series Unknown
19159,Series A
19160,Seed
19161,Angel
19162,Seed
19163,Debt Financing
19164,Venture - Series Unknown
19165,Series A
19166,Seed
19167,Series A
19168,Seed
19169,Post-IPO Equity
19170,Venture - Series Unknown
19171,Seed
19172,Debt Financing
19173,Venture - Series Unknown
19174,Series C
19175,Seed
19176,Private Equity
19177,Seed
19178,Seed
19179,Venture - Series Unknown
19180,Series D
19181,Series B
19182,Seed
19183,Debt Financing
19184,Series C
19185,Seed
19186,Funding Round
19187,Series B
19188,Series B
19189,Series B
19190,Series A
19191,Seed
19192,Equity Crowdfunding
19193,Venture - Series Unknown
19194,Seed
19195,Private Equity
19196,Debt Financing
19197,Angel
19198,Seed
19199,Seed
19200,Series B
19201,Venture - Series Unknown
19202,Venture - Series Unknown
19203,Private Equity
19204,Angel
19205,Equity Crowdfunding
19206,Venture - Series Unknown
19207,Seed
19208,Grant
19209,Series A
19210,Series B
19211,Post-IPO Equity
19212,Convertible Note
19213,Series A
19214,Seed
19215,Venture - Series Unknown
19216,Grant
19217,Pre-Seed
19218,Series A
19219,Series A
19220,Series A
19221,Seed
19222,Grant
19223,Venture - Series Unknown
19224,Venture - Series Unknown
19225,Angel
19226,Debt Financing
19227,Post-IPO Equity
19228,Venture - Series Unknown
19229,Seed
19230,Post-IPO Equity
19231,Equity Crowdfunding
19232,Seed
19233,Series A
19234,Private Equity
19235,Debt Financing
19236,Venture - Series Unknown
19237,Seed
19238,Series B
19239,Venture - Series Unknown
19240,Series A
19241,Debt Financing
19242,Series A
19243,Venture - Series Unknown
19244,Venture - Series Unknown
19245,Debt Financing
19246,Seed
19247,Seed
19248,Debt Financing
19249,Venture - Series Unknown
19250,Venture - Series Unknown
19251,Series B
19252,Series C
19253,Post-IPO Equity
19254,Private Equity
19255,Grant
19256,Venture - Series Unknown
19257,Series E
19258,Series A
19259,Seed
19260,Series A
19261,Private Equity
19262,Series A
19263,Debt Financing
19264,Seed
19265,Series C
19266,Venture - Series Unknown
19267,Venture - Series Unknown
19268,Equity Crowdfunding
19269,Venture - Series Unknown
19270,Venture - Series Unknown
19271,Series D
19272,Seed
19273,Debt Financing
19274,Seed
19275,Series D
19276,Series C
19277,Debt Financing
19278,Debt Financing
19279,Series A
19280,Venture - Series Unknown
19281,Grant
19282,Secondary Market
19283,Venture - Series Unknown
19284,Private Equity
19285,Venture - Series Unknown
19286,Seed
19287,Pre-Seed
19288,Venture - Series Unknown
19289,Series A
19290,Secondary Market
19291,Post-IPO Equity
19292,Series A
19293,Venture - Series Unknown
19294,Series A
19295,Seed
19296,Series C
19297,Debt Financing
19298,Venture - Series Unknown
19299,Venture - Series Unknown
19300,Series A
19301,Seed
19302,Seed
19303,Venture - Series Unknown
19304,Post-IPO Equity
19305,Venture - Series Unknown
19306,Seed
19307,Venture - Series Unknown
19308,Series A
19309,Grant
19310,Venture - Series Unknown
19311,Grant
19312,Angel
19313,Venture - Series Unknown
19314,Seed
19315,Series C
19316,Venture - Series Unknown
19317,Venture - Series Unknown
19318,Venture - Series Unknown
19319,Private Equity
19320,Series B
19321,Series B
19322,Venture - Series Unknown
19323,Grant
19324,Debt Financing
19325,Venture - Series Unknown
19326,Series C
19327,Seed
19328,Debt Financing
19329,Seed
19330,Seed
19331,Venture - Series Unknown
19332,Venture - Series Unknown
19333,Series A
19334,Seed
19335,Venture - Series Unknown
19336,Private Equity
19337,Private Equity
19338,Venture - Series Unknown
19339,Debt Financing
19340,Series B
19341,Series E
19342,Debt Financing
19343,Post-IPO Equity
19344,Private Equity
19345,Debt Financing
19346,Series A
19347,Series A
19348,Seed
19349,Grant
19350,Seed
19351,Seed
19352,Seed
19353,Series B
19354,Grant
19355,Seed
19356,Series A
19357,Debt Financing
19358,Debt Financing
19359,Series D
19360,Venture - Series Unknown
19361,Seed
19362,Non-equity Assistance
19363,Venture - Series Unknown
19364,Grant
19365,Seed
19366,Series B
19367,Venture - Series Unknown
19368,Debt Financing
19369,Seed
19370,Series A
19371,Venture - Series Unknown
19372,Seed
19373,Series D
19374,Seed
19375,Venture - Series Unknown
19376,Venture - Series Unknown
19377,Venture - Series Unknown
19378,Series B
19379,Seed
19380,Seed
19381,Venture - Series Unknown
19382,Venture - Series Unknown
19383,Debt Financing
19384,Grant
19385,Angel
19386,Venture - Series Unknown
19387,Seed
19388,Seed
19389,Venture - Series Unknown
19390,Series C
19391,Series A
19392,Venture - Series Unknown
19393,Series A
19394,Debt Financing
19395,Series B
19396,Venture - Series Unknown
19397,Venture - Series Unknown
19398,Seed
19399,Venture - Series Unknown
19400,Post-IPO Debt
19401,Series C
19402,Venture - Series Unknown
19403,Series A
19404,Venture - Series Unknown
19405,Seed
19406,Series A
19407,Series A
19408,Venture - Series Unknown
19409,Seed
19410,Grant
19411,Series F
19412,Seed
19413,Venture - Series Unknown
19414,Series A
19415,Series A
19416,Venture - Series Unknown
19417,Seed
19418,Series A
19419,Series B
19420,Series B
19421,Venture - Series Unknown
19422,Seed
19423,Series A
19424,Series B
19425,Venture - Series Unknown
19426,Series A
19427,Series B
19428,Grant
19429,Seed
19430,Venture - Series Unknown
19431,Debt Financing
19432,Convertible Note
19433,Post-IPO Equity
19434,Venture - Series Unknown
19435,Venture - Series Unknown
19436,Seed
19437,Angel
19438,Debt Financing
19439,Series E
19440,Seed
19441,Debt Financing
19442,Seed
19443,Seed
19444,Seed
19445,Series C
19446,Series A
19447,Debt Financing
19448,Debt Financing
19449,Grant
19450,Debt Financing
19451,Debt Financing
19452,Venture - Series Unknown
19453,Series A
19454,Venture - Series Unknown
19455,Venture - Series Unknown
19456,Venture - Series Unknown
19457,Seed
19458,Series B
19459,Venture - Series Unknown
19460,Angel
19461,Debt Financing
19462,Seed
19463,Series A
19464,Series B
19465,Debt Financing
19466,Series D
19467,Venture - Series Unknown
19468,Debt Financing
19469,Seed
19470,Debt Financing
19471,Venture - Series Unknown
19472,Debt Financing
19473,Series D
19474,Venture - Series Unknown
19475,Venture - Series Unknown
19476,Series D
19477,Series B
19478,Venture - Series Unknown
19479,Seed
19480,Series B
19481,Venture - Series Unknown
19482,Venture - Series Unknown
19483,Venture - Series Unknown
19484,Series C
19485,Venture - Series Unknown
19486,Venture - Series Unknown
19487,Post-IPO Debt
19488,Venture - Series Unknown
19489,Angel
19490,Venture - Series Unknown
19491,Venture - Series Unknown
19492,Seed
19493,Series B
19494,Venture - Series Unknown
19495,Venture - Series Unknown
19496,Venture - Series Unknown
19497,Private Equity
19498,Seed
19499,Venture - Series Unknown
19500,Series A
19501,Series A
19502,Venture - Series Unknown
19503,Seed
19504,Seed
19505,Venture - Series Unknown
19506,Debt Financing
19507,Venture - Series Unknown
19508,Venture - Series Unknown
19509,Debt Financing
19510,Equity Crowdfunding
19511,Venture - Series Unknown
19512,Series D
19513,Series B
19514,Series A
19515,Series A
19516,Venture - Series Unknown
19517,Series A
19518,Series B
19519,Series A
19520,Series C
19521,Post-IPO Equity
19522,Seed
19523,Seed
19524,Seed
19525,Seed
19526,Debt Financing
19527,Series C
19528,Series B
19529,Series B
19530,Convertible Note
19531,Seed
19532,Venture - Series Unknown
19533,Series A
19534,Non-equity Assistance
19535,Seed
19536,Seed
19537,Series D
19538,Angel
19539,Series C
19540,Series A
19541,Venture - Series Unknown
19542,Post-IPO Equity
19543,Seed
19544,Angel
19545,Venture - Series Unknown
19546,Debt Financing
19547,Series D
19548,Venture - Series Unknown
19549,Venture - Series Unknown
19550,Series A
19551,Debt Financing
19552,Series B
19553,Venture - Series Unknown
19554,Venture - Series Unknown
19555,Series B
19556,Convertible Note
19557,Series B
19558,Series C
19559,Series A
19560,Series C
19561,Series A
19562,Seed
19563,Venture - Series Unknown
19564,Series A
19565,Seed
19566,Venture - Series Unknown
19567,Series C
19568,Seed
19569,Debt Financing
19570,Series A
19571,Private Equity
19572,Debt Financing
19573,Venture - Series Unknown
19574,Seed
19575,Series A
19576,Venture - Series Unknown
19577,Debt Financing
19578,Seed
19579,Venture - Series Unknown
19580,Seed
19581,Angel
19582,Debt Financing
19583,Venture - Series Unknown
19584,Debt Financing
19585,Debt Financing
19586,Venture - Series Unknown
19587,Series A
19588,Private Equity
19589,Series A
19590,Series A
19591,Venture - Series Unknown
19592,Seed
19593,Venture - Series Unknown
19594,Post-IPO Equity
19595,Debt Financing
19596,Seed
19597,Private Equity
19598,Equity Crowdfunding
19599,Venture - Series Unknown
19600,Funding Round
19601,Seed
19602,Series B
19603,Private Equity
19604,Seed
19605,Series B
19606,Seed
19607,Venture - Series Unknown
19608,Venture - Series Unknown
19609,Series B
19610,Series B
19611,Series B
19612,Post-IPO Equity
19613,Venture - Series Unknown
19614,Private Equity
19615,Post-IPO Equity
19616,Seed
19617,Venture - Series Unknown
19618,Debt Financing
19619,Equity Crowdfunding
19620,Debt Financing
19621,Seed
19622,Series C
19623,Debt Financing
19624,Equity Crowdfunding
19625,Venture - Series Unknown
19626,Seed
19627,Series D
19628,Private Equity
19629,Venture - Series Unknown
19630,Series A
19631,Venture - Series Unknown
19632,Seed
19633,Debt Financing
19634,Seed
19635,Venture - Series Unknown
19636,Post-IPO Debt
19637,Debt Financing
19638,Post-IPO Equity
19639,Debt Financing
19640,Grant
19641,Series B
19642,Debt Financing
19643,Series C
19644,Venture - Series Unknown
19645,Debt Financing
19646,Post-IPO Equity
19647,Grant
19648,Debt Financing
19649,Series C
19650,Debt Financing
19651,Series A
19652,Series B
19653,Venture - Series Unknown
19654,Venture - Series Unknown
19655,Funding Round
19656,Venture - Series Unknown
19657,Post-IPO Equity
19658,Venture - Series Unknown
19659,Seed
19660,Series C
19661,Venture - Series Unknown
19662,Venture - Series Unknown
19663,Venture - Series Unknown
19664,Debt Financing
19665,Series C
19666,Series B
19667,Seed
19668,Angel
19669,Series B
19670,Pre-Seed
19671,Grant
19672,Seed
19673,Venture - Series Unknown
19674,Pre-Seed
19675,Seed
19676,Venture - Series Unknown
19677,Angel
19678,Venture - Series Unknown
19679,Venture - Series Unknown
19680,Venture - Series Unknown
19681,Pre-Seed
19682,Venture - Series Unknown
19683,Debt Financing
19684,Post-IPO Debt
19685,Funding Round
19686,Post-IPO Equity
19687,Seed
19688,Seed
19689,Seed
19690,Series A
19691,Venture - Series Unknown
19692,Angel
19693,Seed
19694,Pre-Seed
19695,Debt Financing
19696,Venture - Series Unknown
19697,Series A
19698,Venture - Series Unknown
19699,Private Equity
19700,Seed
19701,Seed
19702,Seed
19703,Venture - Series Unknown
19704,Venture - Series Unknown
19705,Series B
19706,Venture - Series Unknown
19707,Angel
19708,Series D
19709,Series B
19710,Series B
19711,Series B
19712,Private Equity
19713,Post-IPO Equity
19714,Series A
19715,Post-IPO Equity
19716,Venture - Series Unknown
19717,Post-IPO Equity
19718,Venture - Series Unknown
19719,Venture - Series Unknown
19720,Venture - Series Unknown
19721,Seed
19722,Venture - Series Unknown
19723,Venture - Series Unknown
19724,Seed
19725,Grant
19726,Seed
19727,Series B
19728,Debt Financing
19729,Convertible Note
19730,Debt Financing
19731,Equity Crowdfunding
19732,Series D
19733,Venture - Series Unknown
19734,Venture - Series Unknown
19735,Venture - Series Unknown
19736,Venture - Series Unknown
19737,Convertible Note
19738,Post-IPO Equity
19739,Seed
19740,Private Equity
19741,Debt Financing
19742,Series A
19743,Convertible Note
19744,Venture - Series Unknown
19745,Series A
19746,Debt Financing
19747,Venture - Series Unknown
19748,Venture - Series Unknown
19749,Venture - Series Unknown
19750,Venture - Series Unknown
19751,Debt Financing
19752,Seed
19753,Series B
19754,Venture - Series Unknown
19755,Seed
19756,Debt Financing
19757,Series B
19758,Venture - Series Unknown
19759,Venture - Series Unknown
19760,Grant
19761,Venture - Series Unknown
19762,Debt Financing
19763,Series A
19764,Private Equity
19765,Series A
19766,Private Equity
19767,Series B
19768,Series A
19769,Venture - Series Unknown
19770,Venture - Series Unknown
19771,Series A
19772,Seed
19773,Seed
19774,Venture - Series Unknown
19775,Series A
19776,Venture - Series Unknown
19777,Seed
19778,Venture - Series Unknown
19779,Seed
19780,Post-IPO Equity
19781,Venture - Series Unknown
19782,Series A
19783,Series C
19784,Post-IPO Equity
19785,Venture - Series Unknown
19786,Series D
19787,Venture - Series Unknown
19788,Series A
19789,Venture - Series Unknown
19790,Post-IPO Equity
19791,Venture - Series Unknown
19792,Post-IPO Equity
19793,Seed
19794,Debt Financing
19795,Post-IPO Debt
19796,Convertible Note
19797,Series A
19798,Angel
19799,Grant
19800,Series A
19801,Private Equity
19802,Series B
19803,Series A
19804,Venture - Series Unknown
19805,Venture - Series Unknown
19806,Series A
19807,Seed
19808,Seed
19809,Venture - Series Unknown
19810,Series A
19811,Venture - Series Unknown
19812,Seed
19813,Venture - Series Unknown
19814,Seed
19815,Post-IPO Equity
19816,Venture - Series Unknown
19817,Series A
19818,Series C
19819,Post-IPO Equity
19820,Venture - Series Unknown
19821,Series D
19822,Venture - Series Unknown
19823,Series A
19824,Venture - Series Unknown
19825,Post-IPO Equity
19826,Venture - Series Unknown
19827,Post-IPO Equity
19828,Seed
19829,Debt Financing
19830,Post-IPO Debt
19831,Convertible Note
19832,Series A
19833,Angel
19834,Grant
19835,Funding Round
19836,Series D
19837,Series D
19838,Convertible Note
19839,Venture - Series Unknown
19840,Venture - Series Unknown
19841,Debt Financing
19842,Series B
19843,Venture - Series Unknown
19844,Post-IPO Equity
19845,Seed
19846,Venture - Series Unknown
19847,Venture - Series Unknown
19848,Debt Financing
19849,Debt Financing
19850,Debt Financing
19851,Seed
19852,Venture - Series Unknown
19853,Post-IPO Equity
19854,Venture - Series Unknown
19855,Seed
19856,Venture - Series Unknown
19857,Venture - Series Unknown
19858,Series C
19859,Series B
19860,Series C
19861,Venture - Series Unknown
19862,Debt Financing
19863,Series C
19864,Series B
19865,Series A
19866,Seed
19867,Seed
19868,Venture - Series Unknown
19869,Post-IPO Equity
19870,Venture - Series Unknown
19871,Debt Financing
19872,Seed
19873,Seed
19874,Seed
19875,Seed
19876,Venture - Series Unknown
19877,Venture - Series Unknown
19878,Seed
19879,Debt Financing
19880,Series B
19881,Venture - Series Unknown
19882,Seed
19883,Post-IPO Debt
19884,Series A
19885,Seed
19886,Series A
19887,Non-equity Assistance
19888,Post-IPO Equity
19889,Non-equity Assistance
19890,Series A
19891,Venture - Series Unknown
19892,Venture - Series Unknown
19893,Seed
19894,Venture - Series Unknown
19895,Angel
19896,Seed
19897,Series A
19898,Pre-Seed
19899,Series A
19900,Venture - Series Unknown
19901,Venture - Series Unknown
19902,Series C
19903,Seed
19904,Seed
19905,Series B
19906,Series B
19907,Angel
19908,Venture - Series Unknown
19909,Series B
19910,Series B
19911,Series A
19912,Funding Round
19913,Venture - Series Unknown
19914,Venture - Series Unknown
19915,Venture - Series Unknown
19916,Venture - Series Unknown
19917,Series B
19918,Post-IPO Equity
19919,Series C
19920,Private Equity
19921,Series E
19922,Series A
19923,Debt Financing
19924,Series A
19925,Series A
19926,Seed
19927,Grant
19928,Equity Crowdfunding
19929,Pre-Seed
19930,Venture - Series Unknown
19931,Debt Financing
19932,Series A
19933,Series A
19934,Venture - Series Unknown
